user_id,text_transcript
CUST_080,Customer says: The service is billing and update. I want a billing.
CUST_080,Customer says: The service is update and plan. I want a okay.
CUST_081,Customer says: The service is billing and plan. I want a update.
CUST_081,Customer says: The service is billing and billing. I want a plan.
CUST_082,Customer says: The service is billing and okay. I want a okay.
CUST_082,Customer says: The service is plan and update. I want a plan.
CUST_083,Customer says: The service is okay and question. I want a question.
CUST_083,Customer says: The service is billing and billing. I want a question.
CUST_084,Customer says: The service is okay and billing. I want a plan.
CUST_084,Customer says: The service is plan and okay. I want a billing.
CUST_085,Customer says: The service is plan and billing. I want a billing.
CUST_085,Customer says: The service is plan and question. I want a plan.
CUST_086,Customer says: The service is okay and update. I want a plan.
CUST_086,Customer says: The service is billing and billing. I want a plan.
CUST_087,Customer says: The service is update and plan. I want a update.
CUST_087,Customer says: The service is update and okay. I want a billing.
CUST_088,Customer says: The service is billing and update. I want a billing.
CUST_088,Customer says: The service is question and update. I want a billing.
CUST_089,Customer says: The service is question and okay. I want a billing.
CUST_089,Customer says: The service is question and plan. I want a plan.
CUST_090,Customer says: The service is question and update. I want a update.
CUST_090,Customer says: The service is billing and plan. I want a update.
CUST_091,Customer says: The service is update and plan. I want a okay.
CUST_091,Customer says: The service is update and question. I want a billing.
CUST_092,Customer says: The service is update and update. I want a okay.
CUST_092,Customer says: The service is question and billing. I want a update.
CUST_093,Customer says: The service is billing and plan. I want a update.
CUST_093,Customer says: The service is update and plan. I want a okay.
CUST_094,Customer says: The service is update and billing. I want a question.
CUST_094,Customer says: The service is billing and okay. I want a question.
CUST_095,Customer says: The service is billing and billing. I want a plan.
CUST_095,Customer says: The service is okay and plan. I want a question.
CUST_096,Customer says: The service is plan and okay. I want a update.
CUST_096,Customer says: The service is update and question. I want a update.
CUST_097,Customer says: The service is plan and question. I want a okay.
CUST_097,Customer says: The service is question and question. I want a billing.
CUST_098,Customer says: The service is billing and question. I want a update.
CUST_098,Customer says: The service is billing and okay. I want a plan.
CUST_099,Customer says: The service is billing and question. I want a update.
CUST_099,Customer says: The service is plan and billing. I want a update.
CUST_100,Customer says: The service is update and update. I want a question.
CUST_100,Customer says: The service is okay and update. I want a plan.
CUST_101,Customer says: The service is billing and plan. I want a question.
CUST_101,Customer says: The service is question and plan. I want a okay.
CUST_102,Customer says: The service is question and question. I want a plan.
CUST_102,Customer says: The service is question and okay. I want a okay.
CUST_103,Customer says: The service is okay and billing. I want a okay.
CUST_103,Customer says: The service is okay and billing. I want a update.
CUST_104,Customer says: The service is question and okay. I want a question.
CUST_104,Customer says: The service is plan and question. I want a billing.
CUST_105,Customer says: The service is question and question. I want a question.
CUST_105,Customer says: The service is update and update. I want a plan.
CUST_106,Customer says: The service is billing and question. I want a question.
CUST_106,Customer says: The service is question and question. I want a update.
CUST_107,Customer says: The service is plan and okay. I want a billing.
CUST_107,Customer says: The service is question and plan. I want a okay.
CUST_108,Customer says: The service is plan and update. I want a okay.
CUST_108,Customer says: The service is plan and update. I want a plan.
CUST_109,Customer says: The service is plan and okay. I want a update.
CUST_109,Customer says: The service is question and billing. I want a okay.
CUST_110,Customer says: The service is update and plan. I want a update.
CUST_110,Customer says: The service is billing and billing. I want a question.
CUST_111,Customer says: The service is question and billing. I want a okay.
CUST_111,Customer says: The service is okay and plan. I want a question.
CUST_112,Customer says: The service is plan and question. I want a billing.
CUST_112,Customer says: The service is okay and okay. I want a billing.
CUST_113,Customer says: The service is plan and plan. I want a update.
CUST_113,Customer says: The service is question and plan. I want a billing.
CUST_114,Customer says: The service is plan and okay. I want a question.
CUST_114,Customer says: The service is update and question. I want a okay.
CUST_115,Customer says: The service is okay and okay. I want a okay.
CUST_115,Customer says: The service is billing and update. I want a okay.
CUST_116,Customer says: The service is okay and plan. I want a update.
CUST_116,Customer says: The service is question and update. I want a update.
CUST_117,Customer says: The service is update and okay. I want a okay.
CUST_117,Customer says: The service is billing and question. I want a plan.
CUST_118,Customer says: The service is update and question. I want a question.
CUST_118,Customer says: The service is billing and plan. I want a update.
CUST_119,Customer says: The service is plan and billing. I want a okay.
CUST_119,Customer says: The service is question and update. I want a okay.
CUST_120,Customer says: The service is billing and plan. I want a question.
CUST_120,Customer says: The service is update and okay. I want a okay.
CUST_121,Customer says: The service is question and plan. I want a billing.
CUST_121,Customer says: The service is plan and plan. I want a plan.
CUST_122,Customer says: The service is question and question. I want a billing.
CUST_122,Customer says: The service is plan and question. I want a billing.
CUST_123,Customer says: The service is billing and plan. I want a update.
CUST_123,Customer says: The service is plan and update. I want a billing.
CUST_124,Customer says: The service is question and okay. I want a billing.
CUST_124,Customer says: The service is question and billing. I want a plan.
CUST_125,Customer says: The service is update and billing. I want a question.
CUST_125,Customer says: The service is plan and okay. I want a plan.
CUST_126,Customer says: The service is update and plan. I want a okay.
CUST_126,Customer says: The service is question and billing. I want a update.
CUST_127,Customer says: The service is okay and update. I want a plan.
CUST_127,Customer says: The service is update and okay. I want a billing.
CUST_128,Customer says: The service is billing and update. I want a question.
CUST_128,Customer says: The service is update and plan. I want a billing.
CUST_129,Customer says: The service is billing and billing. I want a question.
CUST_129,Customer says: The service is question and okay. I want a update.
CUST_130,Customer says: The service is update and plan. I want a billing.
CUST_130,Customer says: The service is question and plan. I want a plan.
CUST_131,Customer says: The service is question and update. I want a billing.
CUST_131,Customer says: The service is update and plan. I want a billing.
CUST_132,Customer says: The service is okay and plan. I want a update.
CUST_132,Customer says: The service is update and update. I want a question.
CUST_133,Customer says: The service is plan and billing. I want a update.
CUST_133,Customer says: The service is update and question. I want a billing.
CUST_134,Customer says: The service is plan and okay. I want a question.
CUST_134,Customer says: The service is plan and okay. I want a update.
CUST_135,Customer says: The service is update and billing. I want a okay.
CUST_135,Customer says: The service is update and update. I want a billing.
CUST_136,Customer says: The service is plan and update. I want a question.
CUST_136,Customer says: The service is question and plan. I want a okay.
CUST_137,Customer says: The service is billing and question. I want a question.
CUST_137,Customer says: The service is plan and okay. I want a okay.
CUST_138,Customer says: The service is plan and question. I want a billing.
CUST_138,Customer says: The service is question and okay. I want a question.
CUST_139,Customer says: The service is billing and update. I want a question.
CUST_139,Customer says: The service is plan and update. I want a plan.
CUST_140,Customer says: The service is plan and plan. I want a question.
CUST_140,Customer says: The service is okay and update. I want a billing.
CUST_141,Customer says: The service is okay and question. I want a plan.
CUST_141,Customer says: The service is billing and update. I want a okay.
CUST_142,Customer says: The service is okay and billing. I want a question.
CUST_142,Customer says: The service is update and billing. I want a plan.
CUST_143,Customer says: The service is update and okay. I want a billing.
CUST_143,Customer says: The service is okay and okay. I want a okay.
CUST_144,Customer says: The service is question and okay. I want a plan.
CUST_144,Customer says: The service is plan and update. I want a okay.
CUST_145,Customer says: The service is okay and billing. I want a question.
CUST_145,Customer says: The service is update and okay. I want a billing.
CUST_146,Customer says: The service is question and update. I want a update.
CUST_146,Customer says: The service is okay and update. I want a billing.
CUST_147,Customer says: The service is update and plan. I want a billing.
CUST_147,Customer says: The service is question and question. I want a okay.
CUST_148,Customer says: The service is okay and plan. I want a question.
CUST_148,Customer says: The service is question and question. I want a question.
CUST_149,Customer says: The service is update and billing. I want a billing.
CUST_149,Customer says: The service is plan and update. I want a question.
CUST_150,Customer says: The service is question and okay. I want a okay.
CUST_150,Customer says: The service is plan and question. I want a plan.
CUST_151,Customer says: The service is update and billing. I want a question.
CUST_151,Customer says: The service is update and question. I want a okay.
CUST_152,Customer says: The service is plan and okay. I want a billing.
CUST_152,Customer says: The service is okay and question. I want a okay.
CUST_153,Customer says: The service is question and billing. I want a okay.
CUST_153,Customer says: The service is plan and plan. I want a plan.
CUST_154,Customer says: The service is okay and okay. I want a okay.
CUST_154,Customer says: The service is question and billing. I want a plan.
CUST_155,Customer says: The service is question and plan. I want a question.
CUST_155,Customer says: The service is okay and plan. I want a okay.
CUST_156,Customer says: The service is plan and update. I want a question.
CUST_156,Customer says: The service is update and question. I want a billing.
CUST_157,Customer says: The service is plan and billing. I want a billing.
CUST_157,Customer says: The service is question and update. I want a okay.
CUST_158,Customer says: The service is dropped and cancel. I want a slow.
CUST_158,Customer says: The service is cancel and terrible. I want a dropped.
CUST_159,Customer says: The service is update and update. I want a question.
CUST_159,Customer says: The service is update and plan. I want a plan.
CUST_160,Customer says: The service is plan and okay. I want a update.
CUST_160,Customer says: The service is question and question. I want a okay.
CUST_161,Customer says: The service is question and plan. I want a update.
CUST_161,Customer says: The service is question and question. I want a billing.
CUST_162,Customer says: The service is billing and billing. I want a update.
CUST_162,Customer says: The service is plan and plan. I want a plan.
CUST_163,Customer says: The service is update and update. I want a billing.
CUST_163,Customer says: The service is question and okay. I want a okay.
CUST_164,Customer says: The service is question and billing. I want a question.
CUST_164,Customer says: The service is question and okay. I want a billing.
CUST_165,Customer says: The service is update and okay. I want a update.
CUST_165,Customer says: The service is billing and question. I want a plan.
CUST_166,Customer says: The service is plan and billing. I want a plan.
CUST_166,Customer says: The service is update and plan. I want a billing.
CUST_167,Customer says: The service is billing and update. I want a plan.
CUST_167,Customer says: The service is plan and question. I want a okay.
CUST_168,Customer says: The service is slow and dropped. I want a slow.
CUST_168,Customer says: The service is dropped and cancel. I want a dropped.
CUST_169,Customer says: The service is billing and plan. I want a billing.
CUST_169,Customer says: The service is update and update. I want a update.
CUST_170,Customer says: The service is update and okay. I want a plan.
CUST_170,Customer says: The service is plan and billing. I want a question.
CUST_171,Customer says: The service is billing and billing. I want a billing.
CUST_171,Customer says: The service is billing and plan. I want a question.
CUST_172,Customer says: The service is billing and plan. I want a billing.
CUST_172,Customer says: The service is update and billing. I want a billing.
CUST_173,Customer says: The service is okay and update. I want a question.
CUST_173,Customer says: The service is billing and question. I want a update.
CUST_174,Customer says: The service is billing and okay. I want a plan.
CUST_174,Customer says: The service is okay and okay. I want a plan.
CUST_175,Customer says: The service is plan and plan. I want a billing.
CUST_175,Customer says: The service is question and question. I want a plan.
CUST_176,Customer says: The service is okay and update. I want a plan.
CUST_176,Customer says: The service is okay and okay. I want a billing.
CUST_177,Customer says: The service is billing and question. I want a question.
CUST_177,Customer says: The service is update and update. I want a update.
CUST_178,Customer says: The service is update and okay. I want a okay.
CUST_178,Customer says: The service is question and billing. I want a billing.
CUST_179,Customer says: The service is plan and okay. I want a update.
CUST_179,Customer says: The service is update and plan. I want a billing.
CUST_180,Customer says: The service is update and billing. I want a plan.
CUST_180,Customer says: The service is billing and billing. I want a billing.
CUST_181,Customer says: The service is update and question. I want a okay.
CUST_181,Customer says: The service is billing and billing. I want a billing.
CUST_182,Customer says: The service is question and plan. I want a update.
CUST_182,Customer says: The service is question and billing. I want a question.
CUST_183,Customer says: The service is question and question. I want a plan.
CUST_183,Customer says: The service is okay and update. I want a plan.
CUST_184,Customer says: The service is plan and okay. I want a plan.
CUST_184,Customer says: The service is question and question. I want a billing.
CUST_185,Customer says: The service is plan and billing. I want a update.
CUST_185,Customer says: The service is question and update. I want a okay.
CUST_186,Customer says: The service is question and update. I want a okay.
CUST_186,Customer says: The service is update and okay. I want a okay.
CUST_187,Customer says: The service is question and billing. I want a okay.
CUST_187,Customer says: The service is okay and question. I want a billing.
CUST_188,Customer says: The service is plan and plan. I want a billing.
CUST_188,Customer says: The service is update and question. I want a billing.
CUST_189,Customer says: The service is plan and okay. I want a plan.
CUST_189,Customer says: The service is okay and question. I want a okay.
CUST_190,Customer says: The service is billing and okay. I want a update.
CUST_190,Customer says: The service is billing and question. I want a billing.
CUST_191,Customer says: The service is update and question. I want a plan.
CUST_191,Customer says: The service is update and question. I want a okay.
CUST_192,Customer says: The service is billing and question. I want a billing.
CUST_192,Customer says: The service is okay and question. I want a plan.
CUST_193,Customer says: The service is update and question. I want a okay.
CUST_193,Customer says: The service is question and billing. I want a question.
CUST_194,Customer says: The service is plan and question. I want a update.
CUST_194,Customer says: The service is question and billing. I want a question.
CUST_195,Customer says: The service is plan and okay. I want a question.
CUST_195,Customer says: The service is question and update. I want a plan.
CUST_196,Customer says: The service is okay and billing. I want a question.
CUST_196,Customer says: The service is okay and billing. I want a plan.
CUST_197,Customer says: The service is plan and okay. I want a billing.
CUST_197,Customer says: The service is plan and okay. I want a plan.
CUST_198,Customer says: The service is plan and plan. I want a update.
CUST_198,Customer says: The service is billing and okay. I want a okay.
CUST_199,Customer says: The service is billing and billing. I want a billing.
CUST_199,Customer says: The service is billing and question. I want a okay.
CUST_200,Customer says: The service is question and plan. I want a plan.
CUST_200,Customer says: The service is okay and plan. I want a billing.
CUST_201,Customer says: The service is question and billing. I want a plan.
CUST_201,Customer says: The service is question and billing. I want a okay.
CUST_202,Customer says: The service is billing and plan. I want a question.
CUST_202,Customer says: The service is okay and question. I want a okay.
CUST_203,Customer says: The service is question and plan. I want a okay.
CUST_203,Customer says: The service is update and question. I want a question.
CUST_204,Customer says: The service is billing and okay. I want a update.
CUST_204,Customer says: The service is plan and billing. I want a update.
CUST_205,Customer says: The service is okay and update. I want a question.
CUST_205,Customer says: The service is question and billing. I want a okay.
CUST_206,Customer says: The service is okay and update. I want a billing.
CUST_206,Customer says: The service is okay and question. I want a update.
CUST_207,Customer says: The service is plan and question. I want a billing.
CUST_207,Customer says: The service is okay and question. I want a plan.
CUST_208,Customer says: The service is plan and billing. I want a question.
CUST_208,Customer says: The service is update and question. I want a plan.
CUST_209,Customer says: The service is billing and billing. I want a update.
CUST_209,Customer says: The service is billing and billing. I want a billing.
CUST_210,Customer says: The service is billing and billing. I want a plan.
CUST_210,Customer says: The service is question and okay. I want a billing.
CUST_211,Customer says: The service is okay and okay. I want a plan.
CUST_211,Customer says: The service is billing and okay. I want a billing.
CUST_212,Customer says: The service is update and update. I want a update.
CUST_212,Customer says: The service is okay and update. I want a plan.
CUST_213,Customer says: The service is plan and okay. I want a billing.
CUST_213,Customer says: The service is question and billing. I want a billing.
CUST_214,Customer says: The service is billing and billing. I want a question.
CUST_214,Customer says: The service is update and billing. I want a plan.
CUST_215,Customer says: The service is okay and okay. I want a plan.
CUST_215,Customer says: The service is billing and question. I want a update.
CUST_216,Customer says: The service is okay and update. I want a question.
CUST_216,Customer says: The service is okay and update. I want a question.
CUST_217,Customer says: The service is update and billing. I want a question.
CUST_217,Customer says: The service is update and billing. I want a billing.
CUST_218,Customer says: The service is question and plan. I want a okay.
CUST_218,Customer says: The service is question and billing. I want a billing.
CUST_219,Customer says: The service is question and plan. I want a okay.
CUST_219,Customer says: The service is update and question. I want a okay.
CUST_220,Customer says: The service is okay and billing. I want a update.
CUST_220,Customer says: The service is question and billing. I want a billing.
CUST_221,Customer says: The service is plan and okay. I want a question.
CUST_221,Customer says: The service is question and question. I want a billing.
CUST_222,Customer says: The service is plan and update. I want a billing.
CUST_222,Customer says: The service is update and plan. I want a okay.
CUST_223,Customer says: The service is question and update. I want a billing.
CUST_223,Customer says: The service is update and okay. I want a question.
CUST_224,Customer says: The service is update and okay. I want a billing.
CUST_224,Customer says: The service is plan and billing. I want a question.
CUST_225,Customer says: The service is billing and billing. I want a billing.
CUST_225,Customer says: The service is billing and question. I want a okay.
CUST_226,Customer says: The service is update and plan. I want a update.
CUST_226,Customer says: The service is update and plan. I want a question.
CUST_227,Customer says: The service is plan and question. I want a update.
CUST_227,Customer says: The service is question and okay. I want a plan.
CUST_228,Customer says: The service is okay and update. I want a plan.
CUST_228,Customer says: The service is update and okay. I want a update.
CUST_229,Customer says: The service is plan and plan. I want a update.
CUST_229,Customer says: The service is plan and plan. I want a update.
CUST_230,Customer says: The service is okay and plan. I want a plan.
CUST_230,Customer says: The service is plan and plan. I want a update.
CUST_231,Customer says: The service is okay and okay. I want a question.
CUST_231,Customer says: The service is plan and plan. I want a question.
CUST_232,Customer says: The service is okay and billing. I want a billing.
CUST_232,Customer says: The service is okay and plan. I want a billing.
CUST_233,Customer says: The service is update and update. I want a question.
CUST_233,Customer says: The service is okay and okay. I want a billing.
CUST_234,Customer says: The service is plan and okay. I want a billing.
CUST_234,Customer says: The service is billing and okay. I want a billing.
CUST_235,Customer says: The service is question and question. I want a okay.
CUST_235,Customer says: The service is plan and question. I want a question.
CUST_236,Customer says: The service is okay and update. I want a billing.
CUST_236,Customer says: The service is question and update. I want a plan.
CUST_237,Customer says: The service is update and okay. I want a plan.
CUST_237,Customer says: The service is plan and update. I want a okay.
CUST_238,Customer says: The service is question and update. I want a question.
CUST_238,Customer says: The service is update and question. I want a update.
CUST_239,Customer says: The service is plan and billing. I want a plan.
CUST_239,Customer says: The service is question and okay. I want a plan.
CUST_240,Customer says: The service is billing and question. I want a plan.
CUST_240,Customer says: The service is update and okay. I want a question.
CUST_241,Customer says: The service is plan and question. I want a update.
CUST_241,Customer says: The service is billing and plan. I want a question.
CUST_242,Customer says: The service is question and question. I want a billing.
CUST_242,Customer says: The service is question and okay. I want a okay.
CUST_243,Customer says: The service is question and okay. I want a plan.
CUST_243,Customer says: The service is okay and question. I want a update.
CUST_244,Customer says: The service is plan and billing. I want a question.
CUST_244,Customer says: The service is billing and update. I want a billing.
CUST_245,Customer says: The service is question and question. I want a update.
CUST_245,Customer says: The service is question and update. I want a update.
CUST_246,Customer says: The service is question and okay. I want a update.
CUST_246,Customer says: The service is question and okay. I want a update.
CUST_247,Customer says: The service is okay and plan. I want a plan.
CUST_247,Customer says: The service is okay and update. I want a question.
CUST_248,Customer says: The service is billing and question. I want a billing.
CUST_248,Customer says: The service is billing and update. I want a okay.
CUST_249,Customer says: The service is question and okay. I want a plan.
CUST_249,Customer says: The service is update and update. I want a plan.
CUST_250,Customer says: The service is question and plan. I want a question.
CUST_250,Customer says: The service is billing and update. I want a question.
CUST_251,Customer says: The service is okay and okay. I want a update.
CUST_251,Customer says: The service is plan and plan. I want a question.
CUST_252,Customer says: The service is expensive and terrible. I want a dropped.
CUST_252,Customer says: The service is slow and expensive. I want a expensive.
CUST_253,Customer says: The service is question and okay. I want a plan.
CUST_253,Customer says: The service is update and plan. I want a billing.
CUST_254,Customer says: The service is plan and okay. I want a plan.
CUST_254,Customer says: The service is question and plan. I want a okay.
CUST_255,Customer says: The service is question and update. I want a question.
CUST_255,Customer says: The service is billing and question. I want a update.
CUST_256,Customer says: The service is plan and question. I want a question.
CUST_256,Customer says: The service is question and question. I want a update.
CUST_257,Customer says: The service is okay and okay. I want a question.
CUST_257,Customer says: The service is update and update. I want a question.
CUST_258,Customer says: The service is billing and question. I want a billing.
CUST_258,Customer says: The service is question and billing. I want a billing.
CUST_259,Customer says: The service is question and billing. I want a plan.
CUST_259,Customer says: The service is okay and update. I want a billing.
CUST_260,Customer says: The service is billing and update. I want a billing.
CUST_260,Customer says: The service is update and question. I want a plan.
CUST_261,Customer says: The service is plan and okay. I want a billing.
CUST_261,Customer says: The service is okay and question. I want a plan.
CUST_262,Customer says: The service is question and question. I want a billing.
CUST_262,Customer says: The service is question and plan. I want a okay.
CUST_263,Customer says: The service is plan and billing. I want a plan.
CUST_263,Customer says: The service is update and okay. I want a update.
CUST_264,Customer says: The service is update and billing. I want a question.
CUST_264,Customer says: The service is update and plan. I want a question.
CUST_265,Customer says: The service is plan and plan. I want a question.
CUST_265,Customer says: The service is question and plan. I want a billing.
CUST_266,Customer says: The service is okay and okay. I want a billing.
CUST_266,Customer says: The service is question and plan. I want a okay.
CUST_267,Customer says: The service is plan and billing. I want a plan.
CUST_267,Customer says: The service is billing and question. I want a billing.
CUST_268,Customer says: The service is billing and okay. I want a plan.
CUST_268,Customer says: The service is okay and update. I want a billing.
CUST_269,Customer says: The service is update and okay. I want a plan.
CUST_269,Customer says: The service is okay and plan. I want a plan.
